releaseTimestamps
"[1615194077000, 1606740399000, 1678201761000, 1646145168000, 1598446102000, 1622559933000, 1560926286000, 1630926086000, 1582643587000, 1638258649000]"
"[1718003907000, 1709544716000, 1700751164000, 1650482351000, 1658920291000, 1667308205000, 1677143320000, 1689086700000, 1608128482000, 1620300865000, 1624003492000, 1627643172000, 1639755206000, 1644607324000]"
"[1670423503000, 1697189924000, 1656921562000, 1671632407000, 1675113039000, 1678105653000, 1681816856000, 1691666163000, 1693813420000]"
"[1706611214000, 1684164026000, 1643981958000, 1683877631000, 1643792563000, 1682355834000, 1642081323000, 1671698302000, 1681203463000, 1641391508000, 1670431008000, 1680186002000, 1639050225000, 1669025879000, 1637745146000, 1667472559000, 1666861684000, 1679402690000, 1664281201000, 1663246964000, 1678876388000, 1662649345000, 1648729767000, 1676317647000, 1684942780000, 1673014229000, 1650488571000, 1685968842000, 1673598215000, 1653914745000, 1686904059000, 1674811068000, 1688128284000, 1675676525000, 1689799890000, 1675766107000, 1675787774000, 1656592182000, 1675798647000, 1658857718000]"
"[1714681758000, 1724888304000, 1578810623000, 1556169464000, 1529044220000, 1458542270000, 1457577447000, 1616764366000, 1644443870000]"
