releaseTimestamps
"[1718105357000, 1723617200000, 1709808946000, 1697441826000, 1702903090000, 1702377727000, 1702976828000, 1549372232000, 1615194077000, 1683108668000, 1606740399000, 1616421844000, 1620729384000, 1638962175000, 1631608439000, 1667372705000, 1678201761000, 1686121992000, 1646145168000, 1654605917000, 1662361328000, 1670852981000, 1598446102000, 1622559933000, 1560926286000, 1601892596000, 1574328649000, 1593688759000, 1630926086000, 1590485764000, 1582643587000, 1686730984000, 1638258649000]"
"[1718003907000, 1709544716000, 1700751164000, 1650482351000, 1658920291000, 1667308205000, 1677143320000, 1681891290000, 1689086700000, 1608128482000, 1620300865000, 1624003492000, 1639143017000, 1627643172000, 1640012358000, 1639755206000, 1644607324000]"
"[1670423503000, 1717793951000, 1713449267000, 1714732581000, 1722940979000, 1722861125000, 1709207289000, 1707727599000, 1712593210000, 1711964690000, 1696932117000, 1697110401000, 1699454128000, 1698834588000, 1697189924000, 1705916944000, 1704974326000, 1701679416000, 1671026269000, 1657269034000, 1656921562000, 1663236429000, 1659011021000, 1667821906000, 1665686482000, 1671632407000, 1673297293000, 1673355722000, 1676041255000, 1675113039000, 1678105653000, 1679916915000, 1680255916000, 1681285839000, 1688378546000, 1689279682000, 1691395510000, 1683018686000, 1684924725000, 1685689994000, 1687291742000, 1681816856000, 1691666163000, 1693813420000, 1693815370000, 1694087814000, 1695982644000, 1655800549000, 1650458008000, 1651489326000, 1654679903000, 1654857655000, 1649420650000, 1649662768000]"
"[1706611214000, 1705691285000, 1684164026000, 1643981958000, 1684162377000, 1683877631000, 1643792563000, 1682355834000, 1642081323000, 1671698302000, 1681915043000, 1681203463000, 1641890586000, 1641391508000, 1670431008000, 1680186002000, 1639050225000, 1639154105000, 1669025879000, 1637745146000, 1667472559000, 1666861684000, 1679402690000, 1664281201000, 1663246964000, 1678876388000, 1662649345000, 1648729767000, 1676317647000, 1684942780000, 1673014229000, 1650488571000, 1685968842000, 1674036549000, 1673598215000, 1673879497000, 1653914745000, 1686904059000, 1674811068000, 1688128284000, 1675676525000, 1675703542000, 1695300324000, 1689799890000, 1675766107000, 1675787774000, 1656592182000, 1675798647000, 1660588958000, 1658857718000]"
"[1721190632000, 1714681758000, 1724888304000, 1578810623000, 1582993493000, 1589497393000, 1593466473000, 1621998165000, 1684498642000, 1685447310000, 1556169464000, 1529044220000, 1688577105000, 1688554283000, 1458542270000, 1689582245000, 1457577447000, 1639104855000, 1616764366000, 1622077646000, 1633202637000, 1644443870000, 1668743294000, 1684453090000, 1685038557000]"
